orthogroup,cm_protein,cz_protein
OG0006897,KAF2214441,KAM3422242.1
OG0006899,KAF2213985,KAM3416375.1
OG0006900,KAF2214464,KAM3422266.1
OG0006901,KAF2214327,KAM3422018.1
OG0006903,KAF2214314,KAM3422010.1
OG0006904,KAF2214299,KAM3421997.1
OG0006906,KAF2214430,KAM3422233.1
OG0006911,KAF2214505,KAM3422380.1
OG0006913,KAF2214332,KAM3422024.1
OG0006914,KAF2210008,KAM3414609.1
OG0006915,KAF2214336,KAM3422027.1
OG0006916,KAF2214357,KAM3422046.1
OG0006917,KAF2214361,KAM3422050.1
OG0006918,KAF2214372,KAM3422062.1
OG0006921,KAF2214389,KAM3422083.1
OG0006922,KAF2214397,KAM3422095.1
OG0006924,KAF2214534,KAM3422346.1
OG0006926,KAF2214537,KAM3422342.1
OG0006927,KAF2214538,KAM3422341.1
OG0006928,KAF2214541,KAM3422334.1
OG0006930,KAF2208250,KAM3421205.1
OG0006931,KAF2208248,KAM3421203.1
OG0006932,KAF2208245,KAM3421200.1
OG0006933,KAF2208233,KAM3421234.1
OG0006934,KAF2208220,KAM3421322.1
OG0006935,KAF2208218,KAM3421324.1
OG0006936,KAF2208216,KAM3421327.1
OG0006937,KAF2208215,KAM3421328.1
OG0006939,KAF2209460,KAM3421143.1
OG0006940,KAF2211102,KAM3421885.1
OG0006941,KAF2211113,KAM3421898.1
OG0006942,KAF2211122,KAM3421907.1
OG0006943,KAF2211190,KAM3422175.1
OG0006944,KAF2211189,KAM3422176.1
OG0006946,KAF2211157,KAM3421939.1
OG0006947,KAF2207384,KAM3422455.1
OG0006948,KAF2207389,KAM3422449.1
OG0006949,KAF2214222,KAM3422117.1
OG0006950,KAF2214217,KAM3422122.1
OG0006951,KAF2214216,KAM3422123.1
OG0006952,KAF2214215,KAM3422124.1
OG0006953,KAF2214210,KAM3422129.1
OG0006954,KAF2214208,KAM3422131.1
OG0006955,KAF2214182,KAM3422160.1
OG0006956,KAF2217027,KAM3424521.1
OG0006957,KAF2206910,KAM3422278.1
OG0006959,KAF2206924,KAM3422292.1
OG0006960,KAF2206937,KAM3422305.1
OG0006962,KAF2208199,KAM3420971.1
OG0006963,KAF2208259,KAM3421215.1
OG0006964,KAF2210265,KAM3421516.1
OG0006965,KAF2210231,KAM3421483.1
OG0006968,KAF2210217,KAM3421472.1
OG0006969,KAF2210213,KAM3421466.1
OG0006970,KAF2210193,KAM3421450.1
OG0006971,KAF2210181,KAM3421438.1
OG0006972,KAF2210176,KAM3421433.1
OG0006973,KAF2206240,KAM3421425.1
OG0006974,KAF2208140,KAM3421406.1
OG0006975,KAF2210728,KAM3421734.1
OG0006977,KAF2210741,KAM3421744.1
OG0006978,KAF2209586,KAM3421083.1
OG0006979,KAF2209561,KAM3421284.1
OG0006980,KAF2209565,KAM3421286.1
OG0006981,KAF2209555,KAM3421279.1
OG0006982,KAF2209550,KAM3421272.1
OG0006983,KAF2209542,KAM3421258.1
OG0006984,KAF2209526,KAM3421242.1
OG0006986,KAF2209490,KAM3421112.1
OG0006987,KAF2211059,KAM3421847.1
OG0006989,KAF2211052,KAM3421841.1
OG0006990,KAF2211047,KAM3421837.1
OG0006991,KAF2211046,KAM3421836.1
OG0006992,KAF2211035,KAM3421826.1
OG0006993,KAF2211020,KAM3421810.1
OG0006994,KAF2210996,KAM3421788.1
OG0006995,KAF2210584,KAM3421576.1
OG0006997,KAF2210574,KAM3421568.1
OG0006998,KAF2210986,KAM3421776.1
OG0006999,KAF2210605,KAM3421605.1
OG0007000,KAF2210629,KAM3421635.1
OG0007001,KAF2210637,KAM3421645.1
OG0007002,KAF2210642,KAM3421650.1
OG0007004,KAF2210661,KAM3421665.1
OG0007005,KAF2210669,KAM3421670.1
OG0007006,KAF2210677,KAM3421676.1
OG0007009,KAF2210688,KAM3421689.1
OG0007010,KAF2210689,KAM3421690.1
OG0007011,KAF2210690,KAM3421691.1
OG0007012,KAF2208155,KAM3421390.1
OG0007013,KAF2210761,KAM3421760.1
OG0007015,KAF2210571,KAM3421565.1
OG0007016,KAF2210570,KAM3421564.1
OG0007017,KAF2210568,KAM3421562.1
OG0007019,KAF2208191,KAM3421351.1
OG0007023,KAF2209438,KAM3421169.1
OG0007024,KAF2209615,KAM3420982.1
OG0007025,KAF2209622,KAM3420989.1
OG0007027,KAF2209633,KAM3421000.1
OG0007028,KAF2209635,KAM3421001.1
OG0007031,KAF2209648,KAM3421021.1
OG0007032,KAF2208039,KAM3421040.1
OG0007033,KAF2208080,KAM3413549.1
OG0007034,KAF2208066,KAM3413560.1
OG0007036,KAF2208091,KAM3413538.1
OG0007037,KAF2208105,KAM3413532.1
OG0007039,KAF2208125,KAM3413512.1
OG0007040,KAF2206230,KAM3413477.1
OG0007042,KAF2209158,KAM3422585.1
OG0007043,KAF2209157,KAM3422584.1
OG0007044,KAF2216162,KAM3422529.1
OG0007045,KAF2216160,KAM3422531.1
OG0007046,KAF2216147,KAM3422549.1
OG0007049,KAF2216118,KAM3422579.1
OG0007052,KAF2209208,KAM3422639.1
OG0007054,KAF2209193,KAM3422623.1
OG0007055,KAF2209189,KAM3422620.1
OG0007056,KAF2209182,KAM3422617.1
OG0007057,KAF2209181,KAM3422616.1
OG0007058,KAF2209178,KAM3422612.1
OG0007060,KAF2216174,KAM3422516.1
OG0007061,KAF2216490,KAM3422916.1
OG0007063,KAF2206981,KAM3423240.1
OG0007064,KAF2206971,KAM3423229.1
OG0007065,KAF2206968,KAM3423228.1
OG0007066,KAF2206963,KAM3423224.1
OG0007067,KAF2206956,KAM3423215.1
OG0007068,KAF2206952,KAM3423212.1
OG0007069,KAF2216279,KAM3422782.1
OG0007070,KAF2216283,KAM3422787.1
OG0007072,KAF2216319,KAM3422827.1
OG0007073,KAF2216340,KAM3422850.1
OG0007074,KAF2216346,KAM3422857.1
OG0007075,KAF2216184,KAM3422504.1
OG0007076,KAF2216175,KAM3422515.1
OG0007077,KAF2216438,KAM3422964.1
OG0007078,KAF2216436,KAM3422966.1
OG0007079,KAF2216435,KAM3422967.1
OG0007080,KAF2216411,KAM3422994.1
OG0007081,KAF2216367,KAM3422877.1
OG0007082,KAF2216244,KAM3422741.1
OG0007083,KAF2216259,KAM3422759.1
OG0007084,KAF2216261,KAM3422761.1
OG0007085,KAF2216263,KAM3422763.1
OG0007086,KAF2216269,KAM3422771.1
OG0007087,KAF2216648,KAM3423195.1
OG0007088,KAF2216640,KAM3423185.1
OG0007089,KAF2216618,KAM3423164.1
OG0007090,KAF2216594,KAM3423132.1
OG0007091,KAF2216596,KAM3423134.1
OG0007093,KAF2216608,KAM3423154.1
OG0007094,KAF2216610,KAM3423156.1
OG0007095,KAF2216532,KAM3423055.1
OG0007096,KAF2216529,KAM3423051.1
OG0007097,KAF2216520,KAM3423040.1
OG0007099,KAF2207002,KAM3423270.1
OG0007100,KAF2207008,KAM3423278.1
OG0007101,KAF2207010,KAM3423281.1
OG0007102,KAF2212938,KAM3423293.1
OG0007104,KAF2213180,KAM3423547.1
OG0007105,KAF2213190,KAM3423561.1
OG0007107,KAF2213214,KAM3423591.1
OG0007108,KAF2212952,KAM3423307.1
OG0007109,KAF2212944,KAM3423299.1
OG0007110,KAF2213053,KAM3423466.1
OG0007112,KAF2213030,KAM3423492.1
OG0007113,KAF2213017,KAM3423506.1
OG0007114,KAF2213013,KAM3423512.1
OG0007115,KAF2213010,KAM3423516.1
OG0007116,KAF2213151,KAM3423521.1
OG0007117,KAF2213310,KAM3423774.1
OG0007118,KAF2213006,KAM3423514.1
OG0007119,KAF2213269,KAM3423822.1
OG0007120,KAF2213251,KAM3423624.1
OG0007121,KAF2206195,KAM3423649.1
OG0007122,KAF2213135,KAM3423379.1
OG0007123,KAF2213133,KAM3423382.1
OG0007125,KAF2213130,KAM3423386.1
OG0007126,KAF2213109,KAM3423408.1
OG0007127,KAF2213102,KAM3423416.1
OG0007128,KAF2213098,KAM3423420.1
OG0007129,KAF2213095,KAM3423422.1
OG0007131,KAF2213087,KAM3423432.1
OG0007132,KAF2213066,KAM3423453.1
OG0007133,KAF2212999,KAM3423357.1
OG0007134,KAF2212995,KAM3423353.1
OG0007135,KAF2212968,KAM3423323.1
OG0007137,KAF2212962,KAM3423318.1
OG0007138,KAF2213236,KAM3423610.1
OG0007139,KAF2213240,KAM3423615.1
OG0007142,KAF2207749,KAM3423874.1
OG0007143,KAF2207756,KAM3423867.1
OG0007145,KAF2213347,KAM3423736.1
OG0007148,KAF2207728,KAM3423897.1
OG0007149,KAF2207598,KAM3423930.1
OG0007150,KAF2207594,KAM3423935.1
OG0007155,KAF2207553,KAM3423984.1
OG0007156,KAF2207563,KAM3423974.1
OG0007157,KAF2207612,KAM3423914.1
OG0007158,KAF2207731,KAM3423894.1
OG0007159,KAF2207732,KAM3423893.1
OG0007161,KAF2213062,KAM3423457.1
OG0007162,KAF2213283,KAM3423805.1
OG0007163,KAF2207807,KAM3423677.1
OG0007164,KAF2207669,KAM3419539.1
OG0007165,KAF2207672,KAM3419542.1
OG0007166,KAF2207688,KAM3419561.1
OG0007167,KAF2207681,KAM3419553.1
OG0007168,KAF2207697,KAM3419569.1
OG0007169,KAF2207708,KAM3419580.1
OG0007170,KAF2217589,KAM3420158.1
OG0007172,KAF2217608,KAM3420138.1
OG0007173,KAF2217624,KAM3420119.1
OG0007174,KAF2217626,KAM3420117.1
OG0007175,KAF2217629,KAM3420114.1
OG0007176,KAF2217639,KAM3420102.1
OG0007178,KAF2217676,KAM3420069.1
OG0007182,KAF2217692,KAM3420048.1
OG0007183,KAF2217695,KAM3420046.1
OG0007184,KAF2217698,KAM3420041.1
OG0007185,KAF2217700,KAM3420039.1
OG0007186,KAF2217720,KAM3420023.1
OG0007187,KAF2217743,KAM3419995.1
OG0007189,KAF2217986,KAM3419959.1
OG0007190,KAF2217985,KAM3419958.1
OG0007191,KAF2217962,KAM3419931.1
OG0007192,KAF2217953,KAM3419921.1
OG0007193,KAF2217914,KAM3419881.1
OG0007194,KAF2218056,KAM3419673.1
OG0007195,KAF2217863,KAM3419840.1
OG0007196,KAF2217847,KAM3419818.1
OG0007197,KAF2217838,KAM3419809.1
OG0007199,KAF2217832,KAM3419802.1
OG0007200,KAF2217801,KAM3419773.1
OG0007201,KAF2217797,KAM3419772.1
OG0007202,KAF2217790,KAM3419766.1
OG0007203,KAF2217785,KAM3419763.1
OG0007205,KAF2217768,KAM3419747.1
OG0007206,KAF2217762,KAM3419742.1
OG0007208,KAF2206224,KAM3420409.1
OG0007209,KAF2217390,KAM3420401.1
OG0007210,KAF2217389,KAM3420400.1
OG0007212,KAF2217885,KAM3419857.1
OG0007213,KAF2217880,KAM3419854.1
OG0007215,KAF2210386,KAM3420586.1
OG0007216,KAF2210413,KAM3420562.1
OG0007217,KAF2210415,KAM3420560.1
OG0007220,KAF2210439,KAM3420531.1
OG0007221,KAF2210442,KAM3420528.1
OG0007222,KAF2210461,KAM3420507.1
OG0007223,KAF2218089,KAM3419621.1
OG0007224,KAF2218091,KAM3419619.1
OG0007225,KAF2218096,KAM3419613.1
OG0007226,KAF2218108,KAM3419608.1
OG0007227,KAF2217542,KAM3420279.1
OG0007229,KAF2217536,KAM3420275.1
OG0007230,KAF2217532,KAM3420271.1
OG0007231,KAF2217472,KAM3420208.1
OG0007232,KAF2217492,KAM3420230.1
OG0007233,KAF2217451,KAM3420191.1
OG0007234,KAF2210519,KAM3420434.1
OG0007235,KAF2210510,KAM3420446.1
OG0007236,KAF2210504,KAM3420455.1
OG0007238,KAF2210158,KAM3420693.1
OG0007239,KAF2210149,KAM3420705.1
OG0007241,KAF2210120,KAM3420736.1
OG0007242,KAF2210110,KAM3420742.1
OG0007244,KAF2210082,KAM3420777.1
OG0007245,KAF2210068,KAM3420789.1
OG0007248,KAF2209026,KAM3420888.1
OG0007249,KAF2209022,KAM3420892.1
OG0007250,KAF2209003,KAM3420857.1
OG0007251,KAF2208997,KAM3420853.1
OG0007252,KAF2210379,KAM3420596.1
OG0007253,KAF2218080,KAM3419645.1
OG0007254,KAF2218079,KAM3419644.1
OG0007255,KAF2210472,KAM3420494.1
OG0007256,KAF2210478,KAM3420484.1
OG0007257,KAF2210488,KAM3420473.1
OG0007259,KAF2210321,KAM3420668.1
OG0007260,KAF2210310,KAM3420660.1
OG0007262,KAF2209090,KAM3420942.1
OG0007263,KAF2209086,KAM3420937.1
OG0007265,KAF2210050,KAM3420808.1
OG0007269,KAF2210368,KAM3420607.1
OG0007270,KAF2210339,KAM3420634.1
OG0007271,KAF2210347,KAM3420624.1
OG0007273,KAF2208989,KAM3424037.1
OG0007277,KAF2208953,KAM3424068.1
OG0007278,KAF2208959,KAM3424062.1
OG0007279,KAF2217328,KAM3424213.1
OG0007281,KAF2217301,KAM3424390.1
OG0007282,KAF2217217,KAM3424312.1
OG0007283,KAF2217218,KAM3424313.1
OG0007284,KAF2217221,KAM3424315.1
OG0007285,KAF2217326,KAM3424215.1
OG0007286,KAF2217339,KAM3424199.1
OG0007287,KAF2217351,KAM3424189.1
OG0007289,KAF2208934,KAM3424094.1
OG0007292,KAF2208901,KAM3424129.1
OG0007293,KAF2208900,KAM3424130.1
OG0007294,KAF2208897,KAM3424133.1
OG0007297,KAF2217267,KAM3424356.1
OG0007298,KAF2217290,KAM3424379.1
OG0007300,KAF2217106,KAM3424440.1
OG0007301,KAF2217108,KAM3424438.1
OG0007303,KAF2217121,KAM3424426.1
OG0007304,KAF2217127,KAM3424421.1
OG0007305,KAF2217139,KAM3424222.1
OG0007306,KAF2217168,KAM3424254.1
OG0007307,KAF2217188,KAM3424280.1
OG0007308,KAF2217194,KAM3424287.1
OG0007309,KAF2217208,KAM3424303.1
OG0007311,KAF2217077,KAM3424466.1
OG0007312,KAF2217069,KAM3424475.1
OG0007313,KAF2217040,KAM3424506.1
OG0007314,KAF2217003,KAM3424551.1
OG0007315,KAF2217002,KAM3424552.1
OG0007316,KAF2216994,KAM3424558.1
OG0007317,KAF2216972,KAM3424581.1
OG0007318,KAF2216971,KAM3424582.1
OG0007321,KAF2216959,KAM3424594.1
OG0007322,KAF2216957,KAM3424596.1
OG0007323,KAF2216890,KAM3424661.1
OG0007324,KAF2216900,KAM3424652.1
OG0007326,KAF2216913,KAM3424641.1
OG0007327,KAF2216915,KAM3424639.1
OG0007328,KAF2216935,KAM3424618.1
OG0007329,KAF2216879,KAM3424675.1
OG0007331,KAF2216812,KAM3424746.1
OG0007332,KAF2216810,KAM3424748.1
OG0007333,KAF2216793,KAM3424763.1
OG0007334,KAF2216787,KAM3424774.1
OG0007335,KAF2216783,KAM3424779.1
OG0007337,KAF2216742,KAM3424820.1
OG0007338,KAF2216732,KAM3424827.1
OG0007339,KAF2216727,KAM3424833.1
OG0007340,KAF2216726,KAM3424834.1
OG0007341,KAF2216724,KAM3424836.1
OG0007343,KAF2216712,KAM3424858.1
OG0007344,KAF2216710,KAM3424860.1
OG0007345,KAF2216701,KAM3424868.1
OG0007346,KAF2216692,KAM3424879.1
OG0007347,KAF2216686,KAM3424885.1
OG0007348,KAF2216102,KAM3424913.1
OG0007349,KAF2215635,KAM3425564.1
OG0007350,KAF2215638,KAM3425567.1
OG0007351,KAF2215640,KAM3425569.1
OG0007353,KAF2215645,KAM3425576.1
OG0007354,KAF2215661,KAM3425593.1
OG0007355,KAF2215666,KAM3425597.1
OG0007357,KAF2211701,KAM3425334.1
OG0007358,KAF2211707,KAM3425340.1
OG0007359,KAF2211716,KAM3425350.1
OG0007360,KAF2211722,KAM3425355.1
OG0007361,KAF2211734,KAM3425367.1
OG0007362,KAF2211741,KAM3425374.1
OG0007363,KAF2211764,KAM3425395.1
OG0007364,KAF2211768,KAM3425400.1
OG0007365,KAF2211775,KAM3425409.1
OG0007366,KAF2211781,KAM3425416.1
OG0007367,KAF2211786,KAM3425420.1
OG0007368,KAF2211790,KAM3425423.1
OG0007369,KAF2211798,KAM3425431.1
OG0007371,KAF2211814,KAM3425449.1
OG0007373,KAF2215559,KAM3425491.1
OG0007374,KAF2215582,KAM3425512.1
OG0007376,KAF2215599,KAM3425528.1
OG0007379,KAF2215624,KAM3425554.1
OG0007380,KAF2216098,KAM3424917.1
OG0007381,KAF2216090,KAM3424924.1
OG0007383,KAF2216042,KAM3424979.1
OG0007384,KAF2216035,KAM3424987.1
OG0007385,KAF2216014,KAM3425007.1
OG0007386,KAF2215998,KAM3425024.1
OG0007387,KAF2215994,KAM3425028.1
OG0007392,KAF2215939,KAM3425079.1
OG0007394,KAF2215931,KAM3425086.1
OG0007395,KAF2215918,KAM3425100.1
OG0007396,KAF2215885,KAM3425139.1
OG0007397,KAF2215883,KAM3425141.1
OG0007398,KAF2215881,KAM3425163.1
OG0007400,KAF2215807,KAM3425217.1
OG0007402,KAF2215794,KAM3425229.1
OG0007403,KAF2215773,KAM3425251.1
OG0007405,KAF2215754,KAM3425270.1
OG0007406,KAF2215749,KAM3425274.1
OG0007408,KAF2207318,KAM3425694.1
OG0007409,KAF2211630,KAM3425687.1
OG0007412,KAF2207261,KAM3425758.1
OG0007414,KAF2207228,KAM3425794.1
OG0007415,KAF2211666,KAM3425636.1
OG0007416,KAF2211658,KAM3425642.1
OG0007417,KAF2207294,KAM3425717.1
OG0007419,KAF2213794,KAM3416578.1
OG0007420,KAF2213799,KAM3416574.1
OG0007421,KAF2213805,KAM3416570.1
OG0007422,KAF2207082,KAM3417095.1
OG0007423,KAF2207097,KAM3417111.1
OG0007424,KAF2207038,KAM3417124.1
OG0007425,KAF2207037,KAM3417155.1
OG0007426,KAF2207051,KAM3417140.1
OG0007427,KAF2207052,KAM3417142.1
OG0007428,KAF2215333,KAM3416859.1
OG0007430,KAF2215142,KAM3416663.1
OG0007431,KAF2215128,KAM3416646.1
OG0007432,KAF2215126,KAM3416644.1
OG0007433,KAF2215122,KAM3416639.1
OG0007434,KAF2215115,KAM3416631.1
OG0007435,KAF2215097,KAM3416614.1
OG0007438,KAF2215315,KAM3416842.1
OG0007439,KAF2215312,KAM3416836.1
OG0007440,KAF2215307,KAM3416833.1
OG0007441,KAF2215293,KAM3416819.1
OG0007443,KAF2215277,KAM3416804.1
OG0007444,KAF2213897,KAM3416467.1
OG0007445,KAF2213921,KAM3416444.1
OG0007446,KAF2213923,KAM3416440.1
OG0007447,KAF2213928,KAM3416435.1
OG0007448,KAF2215266,KAM3416790.1
OG0007450,KAF2215210,KAM3416732.1
OG0007451,KAF2215193,KAM3416712.1
OG0007452,KAF2215191,KAM3416710.1
OG0007453,KAF2215173,KAM3416692.1
OG0007454,KAF2215163,KAM3416683.1
OG0007455,KAF2215162,KAM3416682.1
OG0007456,KAF2215160,KAM3416680.1
OG0007457,KAF2215154,KAM3416675.1
OG0007460,KAF2215346,KAM3416872.1
OG0007461,KAF2215348,KAM3416874.1
OG0007462,KAF2215356,KAM3416883.1
OG0007463,KAF2215361,KAM3416889.1
OG0007464,KAF2215389,KAM3416928.1
OG0007465,KAF2215423,KAM3417014.1
OG0007466,KAF2215427,KAM3417011.1
OG0007467,KAF2213996,KAM3416357.1
OG0007469,KAF2213984,KAM3416376.1
OG0007470,KAF2213960,KAM3416403.1
OG0007472,KAF2215248,KAM3416771.1
OG0007473,KAF2215247,KAM3416770.1
OG0007475,KAF2215244,KAM3416766.1
OG0007476,KAF2215243,KAM3416765.1
OG0007477,KAF2215221,KAM3416742.1
OG0007478,KAF2213877,KAM3416488.1
OG0007479,KAF2213870,KAM3416496.1
OG0007480,KAF2213863,KAM3416504.1
OG0007481,KAF2214069,KAM3416285.1
OG0007482,KAF2214052,KAM3416300.1
OG0007483,KAF2215522,KAM3417048.1
OG0007484,KAF2215514,KAM3417058.1
OG0007485,KAF2215433,KAM3417005.1
OG0007486,KAF2214128,KAM3416228.1
OG0007487,KAF2214127,KAM3416229.1
OG0007489,KAF2215452,KAM3416983.1
OG0007490,KAF2215464,KAM3416973.1
OG0007491,KAF2215484,KAM3416949.1
OG0007492,KAF2215504,KAM3417069.1
OG0007493,KAF2214012,KAM3416337.1
OG0007494,KAF2214011,KAM3416338.1
OG0007495,KAF2214005,KAM3416345.1
OG0007496,KAF2214134,KAM3416222.1
OG0007498,KAF2214144,KAM3416215.1
OG0007499,KAF2214147,KAM3416212.1
OG0007500,KAF2214150,KAM3416208.1
OG0007503,KAF2214119,KAM3416236.1
OG0007504,KAF2206887,KAM3416139.1
OG0007505,KAF2206896,KAM3416130.1
OG0007507,KAF2213832,KAM3416538.1
OG0007509,KAF2213846,KAM3416524.1
OG0007510,KAF2214090,KAM3416259.1
OG0007511,KAF2214092,KAM3416257.1
OG0007514,KAF2208454,KAM3417997.1
OG0007515,KAF2207220,KAM3418023.1
OG0007517,KAF2207218,KAM3418024.1
OG0007518,KAF2207211,KAM3418147.1
OG0007520,KAF2208455,KAM3417998.1
OG0007521,KAF2207185,KAM3418113.1
OG0007522,KAF2207188,KAM3418118.1
OG0007523,KAF2207175,KAM3418102.1
OG0007526,KAF2207151,KAM3418078.1
OG0007527,KAF2207137,KAM3418064.1
OG0007529,KAF2206372,KAM3418155.1
OG0007530,KAF2207127,KAM3418054.1
OG0007531,KAF2206341,KAM3418186.1
OG0007533,KAF2208435,KAM3417974.1
OG0007534,KAF2208428,KAM3417967.1
OG0007535,KAF2208412,KAM3417952.1
OG0007537,KAF2208342,KAM3417881.1
OG0007538,KAF2208343,KAM3417882.1
OG0007539,KAF2208364,KAM3417904.1
OG0007540,KAF2208316,KAM3417851.1
OG0007541,KAF2211850,KAM3417845.1
OG0007542,KAF2211851,KAM3417844.1
OG0007543,KAF2211854,KAM3417840.1
OG0007544,KAF2211875,KAM3417823.1
OG0007545,KAF2211920,KAM3417787.1
OG0007546,KAF2211922,KAM3417785.1
OG0007547,KAF2211938,KAM3417765.1
OG0007548,KAF2211959,KAM3417733.1
OG0007549,KAF2211960,KAM3417732.1
OG0007550,KAF2211978,KAM3417714.1
OG0007552,KAF2212127,KAM3417570.1
OG0007553,KAF2212121,KAM3417576.1
OG0007554,KAF2212112,KAM3417585.1
OG0007555,KAF2212103,KAM3417595.1
OG0007556,KAF2212102,KAM3417596.1
OG0007557,KAF2212101,KAM3417598.1
OG0007558,KAF2212095,KAM3417604.1
OG0007559,KAF2208729,KAM3417503.1
OG0007560,KAF2208682,KAM3417454.1
OG0007561,KAF2208674,KAM3417446.1
OG0007562,KAF2208640,KAM3417423.1
OG0007563,KAF2212044,KAM3417653.1
OG0007564,KAF2212042,KAM3417655.1
OG0007565,KAF2212035,KAM3417661.1
OG0007567,KAF2212018,KAM3417675.1
OG0007568,KAF2212014,KAM3417678.1
OG0007570,KAF2208758,KAM3417536.1
OG0007572,KAF2208746,KAM3417522.1
OG0007573,KAF2208741,KAM3417518.1
OG0007574,KAF2208738,KAM3417514.1
OG0007575,KAF2208736,KAM3417512.1
OG0007576,KAF2208735,KAM3417511.1
OG0007577,KAF2212075,KAM3417627.1
OG0007578,KAF2212083,KAM3417620.1
OG0007579,KAF2206844,KAM3417172.1
OG0007581,KAF2206827,KAM3417188.1
OG0007583,KAF2208629,KAM3417235.1
OG0007584,KAF2208613,KAM3417374.1
OG0007585,KAF2208598,KAM3417350.1
OG0007586,KAF2208540,KAM3417288.1
OG0007587,KAF2208560,KAM3417309.1
OG0007588,KAF2208563,KAM3417313.1
OG0007589,KAF2208538,KAM3417287.1
OG0007591,KAF2208533,KAM3417282.1
OG0007592,KAF2208510,KAM3417260.1
OG0007593,KAF2208494,KAM3417390.1
OG0007594,KAF2208502,KAM3417250.1
OG0007595,KAF2208477,KAM3417413.1
OG0007599,KAF2213504,KAM3414047.1
OG0007600,KAF2206413,KAM3414301.1
OG0007602,KAF2213689,KAM3414094.1
OG0007603,KAF2213693,KAM3414098.1
OG0007604,KAF2211398,KAM3414259.1
OG0007605,KAF2213531,KAM3414024.1
OG0007606,KAF2213535,KAM3414019.1
OG0007607,KAF2213429,KAM3413749.1
OG0007608,KAF2213435,KAM3413755.1
OG0007610,KAF2213450,KAM3413780.1
OG0007612,KAF2213460,KAM3413787.1
OG0007613,KAF2211342,KAM3414342.1
OG0007614,KAF2213422,KAM3413742.1
OG0007615,KAF2213408,KAM3413729.1
OG0007616,KAF2213407,KAM3413727.1
OG0007617,KAF2213751,KAM3414152.1
OG0007618,KAF2213753,KAM3414154.1
OG0007619,KAF2213758,KAM3414158.1
OG0007621,KAF2211348,KAM3414335.1
OG0007622,KAF2211343,KAM3414341.1
OG0007623,KAF2213468,KAM3413865.1
OG0007625,KAF2206738,KAM3413837.1
OG0007626,KAF2206741,KAM3413834.1
OG0007627,KAF2211307,KAM3414381.1
OG0007628,KAF2211309,KAM3414376.1
OG0007629,KAF2213545,KAM3414012.1
OG0007630,KAF2213546,KAM3414011.1
OG0007631,KAF2213550,KAM3414007.1
OG0007633,KAF2213655,KAM3414060.1
OG0007634,KAF2213645,KAM3413938.1
OG0007635,KAF2213643,KAM3413936.1
OG0007637,KAF2213618,KAM3413910.1
OG0007638,KAF2213600,KAM3413892.1
OG0007639,KAF2213599,KAM3413891.1
OG0007640,KAF2213598,KAM3413890.1
OG0007641,KAF2211266,KAM3414432.1
OG0007642,KAF2211239,KAM3414228.1
OG0007643,KAF2211234,KAM3414221.1
OG0007645,KAF2213778,KAM3414178.1
OG0007646,KAF2211280,KAM3414416.1
OG0007647,KAF2211292,KAM3414402.1
OG0007648,KAF2206298,KAM3413660.1
OG0007649,KAF2206307,KAM3413671.1
OG0007650,KAF2206793,KAM3413673.1
OG0007651,KAF2206789,KAM3413969.1
OG0007652,KAF2206765,KAM3413807.1
OG0007653,KAF2206772,KAM3413799.1
OG0007654,KAF2206294,KAM3413658.1
OG0007655,KAF2206280,KAM3413644.1
OG0007656,KAF2206565,KAM3415122.1
OG0007657,KAF2206561,KAM3415117.1
OG0007659,KAF2206555,KAM3415111.1
OG0007660,KAF2206592,KAM3415145.1
OG0007661,KAF2206588,KAM3415141.1
OG0007662,KAF2206481,KAM3415167.1
OG0007663,KAF2206484,KAM3415165.1
OG0007665,KAF2212583,KAM3414934.1
OG0007666,KAF2212588,KAM3414940.1
OG0007667,KAF2212591,KAM3414943.1
OG0007668,KAF2212836,KAM3414747.1
OG0007669,KAF2212829,KAM3414759.1
OG0007670,KAF2212824,KAM3414764.1
OG0007675,KAF2212753,KAM3414841.1
OG0007676,KAF2212727,KAM3414871.1
OG0007677,KAF2212703,KAM3414896.1
OG0007678,KAF2212695,KAM3414905.1
OG0007679,KAF2212682,KAM3414918.1
OG0007680,KAF2212538,KAM3415034.1
OG0007682,KAF2212627,KAM3414981.1
OG0007683,KAF2212621,KAM3414975.1
OG0007684,KAF2212529,KAM3415025.1
OG0007685,KAF2209906,KAM3414523.1
OG0007686,KAF2212530,KAM3415026.1
OG0007688,KAF2212576,KAM3414926.1
OG0007689,KAF2212579,KAM3414929.1
OG0007690,KAF2209926,KAM3414543.1
OG0007691,KAF2209928,KAM3414547.1
OG0007692,KAF2209934,KAM3414553.1
OG0007693,KAF2212926,KAM3414582.1
OG0007694,KAF2212934,KAM3414589.1
OG0007695,KAF2212936,KAM3414592.1
OG0007697,KAF2209955,KAM3414648.1
OG0007698,KAF2209959,KAM3414644.1
OG0007699,KAF2209969,KAM3414619.1
OG0007700,KAF2209839,KAM3414456.1
OG0007703,KAF2209867,KAM3414485.1
OG0007705,KAF2209883,KAM3414502.1
OG0007706,KAF2209885,KAM3414504.1
OG0007707,KAF2209900,KAM3414518.1
OG0007708,KAF2209901,KAM3414519.1
OG0007709,KAF2212912,KAM3414663.1
OG0007710,KAF2212861,KAM3414717.1
OG0007711,KAF2212867,KAM3414711.1
OG0007712,KAF2212873,KAM3414704.1
OG0007713,KAF2212877,KAM3414700.1
OG0007714,KAF2212885,KAM3414695.1
